project_key,process_name,project_name,start_date_char,end_date_char,team_size,planAM,actualAM,plan_duration_weeks,actual_duration_weeks,plan_duration_days,actual_duration_days,duration_variance_schedule_days,duration_variance_schedule_percent,plan_task_hours,actual_task_hours,effort_variance,effort_variance_percent,BAC,BCWP,ACWP,CV,CPI,main_phases,phase_top_and_bottom,all_phases,plan_date,project_completed_parts_plan_hours,project_completed_parts_actual_hours,ADREM_rate_appraisal,ADREM_rate_failure,ADREM_rate_AF,ADREM_Ratio_AF,ADINJ_rate_HLDINSP,ADREM_rate_REQINSP,ADREM_rate_DLDR,ADREM_rate_DLDINSP,ADREM_rate_CR,ADREM_rate_INSP,ADREM_rate_COMPILE,ADREM_rate_UT,ADREM_rate_BIT,ADREM_rate_ST,ADREM_rate_AT,ADREM_rate_PL,planAM,actualAM,actual_production_rate_const,plan_production_rate_total,actual_production_rate_total,PT_PERCENT_MM,PT_PERCENT_LS,PT_PERCENT_PLAN,PT_PERCENT_REQ,PT_PERCENT_STP,PT_PERCENT_REQINSP,PT_PERCENT_HLD,PT_PERCENT_ITP,PT_PERCENT_HLDINSP,PT_PERCENT_DLD,PT_PERCENT_DLDR,PT_PERCENT_TD,PT_PERCENT_DLDINSP,PT_PERCENT_CODE,PT_PERCENT_CR,PT_PERCENT_COMPILE,PT_PERCENT_INSP,PT_PERCENT_UT,PT_PERCENT_BIT,PT_PERCENT_ST,PT_PERCENT_DOC,PT_PERCENT_PM,PT_PERCENT_AT,PT_PERCENT_PL,AT_PERCENT_MM,AT_PERCENT_LS,AT_PERCENT_PLAN,AT_PERCENT_REQ,AT_PERCENT_STP,AT_PERCENT_REQINSP,AT_PERCENT_HLD,AT_PERCENT_HLDINSP,AT_PERCENT_DLD,AT_PERCENT_DLDR,AT_PERCENT_TD,AT_PERCENT_DLDINSP,AT_PERCENT_CODE,AT_PERCENT_CR,AT_PERCENT_INSP,AT_PERCENT_UT,AT_PERCENT_BIT,AT_PERCENT_ST,AT_PERCENT_DOC,AT_PERCENT_PM,AT_PERCENT_AT,AT_PERCENT_PL,PDINJ_rate_PLAN,PDINJ_rate_REQ,PDINJ_rate_STP,PDINJ_rate_REQINSP,ADINJ_rate_PLAN,ADINJ_rate_REQ,ADINJ_rate_STP,ADINJ_rate_REQINSP,ADINJ_rate_HLD,ADINJ_rate_ITP,ADINJ_rate_HLDINSP,ADINJ_rate_DLD,ADINJ_rate_DLDR,ADINJ_rate_TD,ADINJ_rate_DLDINSP,ADINJ_rate_CODE,ADINJ_rate_CR,ADINJ_rate_COMPILE,ADINJ_rate_INSP,ADINJ_rate_UT,ADINJ_rate_BIT,ADINJ_rate_ST,ADINJ_rate_AT,ADINJ_rate_PL,ADINJ_rate_TOTAL,ADREM_YIELD_PLAN,ADREM_YIELD_REQ,ADREM_YIELD_STP,ADREM_YIELD_REQINSP,ADREM_YIELD_HLD,ADREM_YIELD_ITP,ADREM_YIELD_HLDINSP,ADREM_YIELD_DLD,ADREM_YIELD_DLDR,ADREM_YIELD_TD,ADREM_YIELD_DLDINSP,ADREM_YIELD_CODE,ADREM_YIELD_CR,ADREM_YIELD_COMPILE,ADREM_YIELD_INSP,ADREM_YIELD_UT,ADREM_YIELD_BIT,ADREM_YIELD_ST,ADREM_YIELD_AT,ADREM_YIELD_PL,DDDLDR,DDDLDINSP,DDCR,DDCOMPILE,DDINSP,DDUT,DDBIT,DDST,DDTOTAL
374,'TSP(SM)','/PrototipoQuemen',3/3/2015,5/18/2015,6,0,0,12,11,85,77,-8,-9.411764706,936.3608664,878.7833333,56.9942,6.086777228,936.3608667,936.3608667,879.3666667,56.9942,1.064812782,DLD:ST,DLD:ST,Strategy:Planning:Design:Design Review:Design Inspect:Sys Test:Accept Test,No Data,936.3608664,878.7833333,2.786417694,1.604754829,2.745118405,1.736351026,0,0,1.257234085,1.896551724,0,0,0,0,0,0.891089109,0.382165605,0,0,0,0,0,0,0,0,4.91724594,0,0,0,0,0,0,58.83443584,9.269957033,0,25.34590653,0,0,0,0,0,0,0.336693551,0,0,0.761778952,0,0,0,5.45261441,0,0,0,0,0,57.51512508,9.503669847,0,25.74013314,0,0,0,0,0,0.38310543,0,0,0.893280482,0,No Data,No Data,No Data,No Data,0.020869565,0,0,0,0,0,0,1.074325661,0.011973658,0,0.004420866,0,0,0,0,0,0,0,0,0,0.624727369,0,0,0,0,0,0,0,1.651376147,19.55307263,0,99.07621247,0,0,0,0,0,0,0.694444444,0.699300699,0,0,0,0,0,0,0,0,0,0
394,'Software System Development','/CEDTI1.2',3/31/2014,5/16/2014,6,868,2519,5,6,36,47,11,30.55555556,210.7333333,261.6666667,-50.93333333,-24.16956659,210.7333333,210.7333333,261.6666667,-50.93333333,0.805350318,Req:HLD:Code:UT,Req:UT,Misc:Planning:Reqts:Reqts Review:Reqts Inspect:HLD:HLD Review:HLD Inspect:Code:Code Review:Code Inspect:Test:Postmortem,No Data,210.7333333,261.6666667,4.691640766,0,4.508725043,0,0,1.806020067,0,0,1.079766537,1.704366123,0,0,0,0,0,0,868,2519,27.08602151,4.118949699,9.626751592,18.25371718,0,6.754191711,0.933248972,0,3.337551408,9.253400823,0,3.037013603,0,0,0,0,24.67573553,12.43277444,0,7.497627333,1.660866814,0,0,0,7.813982917,0,0,15.29936306,0,4.936305732,3.484076433,0,3.808917197,7.961783439,3.063694268,0,0,0,0,24.0955414,13.0955414,12.10828025,1.579617834,0,0,0,3.707006369,0,0,No Data,No Data,No Data,No Data,0.077419355,2.742230347,0,0,0.768,0,0,0,0,0,0,1.490880254,0.029182879,0,0,0,0,0,0,0,0.557961783,33.33333333,0,NA,94.73684211,0,NA,92.85714286,NA,NA,NA,NA,4.95049505,38.1443299,NA,90,0,NA,NA,NA,NA,0,0.39698293,14.6883684,0,21.43707821,0,0,0,57.95950774
392,'GQS_GaussProfit_Implementation',Christus Muguerza',7/2/2013,11/22/2013,4,0,0,20,20,141,144,3,2.127659574,785.8421135,416.45,179.1524333,30.19156228,785.8421167,593.3857667,414.2333333,179.1524333,1.432491591,DLD:Code:UT,DLD:UT,Other Test Devel:Strategy:Planning:HLD Review:HLD Inspect:Design:Code:Test:Documentation:Accept Test:Postmortem:Deployment,No Data,593.3857645,414.2333333,0.341777844,0,0.278116614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763512148,0,0,0,0,0,6.18722251,20.08314355,0,0,0,3.054048592,0,0,0,6.198976254,0,0,10.39615947,3.189665317,5.317703031,0,0,0,2.009044703,0,0,0,0,8.188257894,13.98727338,0,0,0,0,0,0,3.393764758,0,0,8.836595029,2.297194541,4.522351623,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156081162,Inf,NA,NA,NA,NA,NA,137.5,-133.3333333,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0
222,'TSP(SM)','/Adminitrador/VERuta2',10/7/2013,5/30/2014,4,0,0,18,81,127,236,109,85.82677165,310.1527829,429.4333333,-119.28055,-38.45864245,310.1527833,310.1527833,429.4333333,-119.28055,0.722237328,Req:DLD:Code:Compile:UT,Req:UT,Misc:Strategy:Planning:Reqts:Reqts Review:Reqts Inspect:Design:Design Review:Code:Code Review:Compile:Test:Documentation:Postmortem,No Data,310.1527829,429.4333333,2.369158879,0.333951763,1.687383468,7.094314642,0,0.483870968,3.36,0,2.68115942,0,0.364741641,0.39408867,0,0,0,0,0,0,0,0,0,4.642873059,0,5.280634014,6.731069706,0,3.334276063,0,0,0,11.61182542,8.304117008,0,0,11.36616164,5.521869952,1.646151046,0,5.492389857,0,0,14.92974951,6.320519266,0,0,6.430955523,0,5.282154778,7.257626329,0,4.812543662,0,0,12.37289451,6.791896297,0,0,16.97585966,3.21353722,0,7.090739735,0,0,5.053170845,4.187689203,0,0,No Data,No Data,No Data,No Data,0,1.026737968,0,0.14516129,0,0,0,2.239648683,0,0,0,0.397805213,0.434782609,0.364741641,0,0,0,0,0,0,0.44477218,NaN,0,NA,38.46153846,NA,NA,NA,11.11111111,81.66666667,NA,NA,9.803921569,71.15384615,11.76470588,NA,80,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
228,'TSP(SM)','/ProyectoSSA/SSA',2/10/2014,3/18/2014,3,3650,5136,4,5,29,37,8,27.5862069,119,123.1333333,-4.133333333,-3.473389356,119,119,123.1333333,-4.133333333,0.966432052,Req:HLD:DLD:Code:UT,Req:UT,Misc:Reqts:HLD:HLD Review:Design:Design Review:Design Inspect:Code:Code Review:Test:Postmortem,No Data,119,123.1333333,2.59882254,2.638623327,2.605997932,0.984916079,0,0,0.93385214,0.703971119,4.341534009,0,0,2.638623327,0,0,0,0,3650,5136,85.36288089,30.67226891,41.71088251,10.08403361,0,0,6.722689076,0,0,4.621848739,0,0,14.49579832,6.890756303,0,13.27731092,20.75630252,9.957983193,0,0,6.638655462,0,0,0,4.87394958,0,0,7.877639415,0,0,7.241472658,0,0,6.036816459,0,14.34759069,6.957227937,0,14.99729291,21.23714131,9.353004873,0,7.079047103,0,0,0,3.992961559,0,0,No Data,No Data,No Data,No Data,0,0,0,0,2.152466368,0,0,1.358490566,0,0,0,2.562141491,0.08683068,0,0,0.229445507,0,0,0,0,0.893340552,NA,NaN,NA,NA,0,NA,NA,0,33.33333333,NA,81.25,0,59.52380952,NA,NA,63.88888889,NA,NA,NA,NA,1.557632399,2.531152648,9.735202492,0,0,4.478193146,0,0,21.41744548
335,'TSP(SM)','/Proyecto/DVER2015005 - Evaluación Desempeño',2/16/2015,5/5/2015,6,17468.13,25842,5,11,36,79,43,119.4444444,865.5676163,966.0166667,35.81746667,5.012468149,865.5674667,714.5674667,678.75,35.81746667,1.052769748,DLD:Code:Compile:UT,DLD:UT,Misc:Planning:Reqts Inspect:Design:Design Review:Design Inspect:Code:Code Review:Compile:Code Inspect:Test:Postmortem,No Data,714.5676163,678.75,0.587837838,0,0.455110181,0,0,0,0.073439412,0.225752508,0.157563025,0.399229557,0.177777778,0.02853067,0,0,0,0,17468.13,25842,79.18492416,20.18112702,26.75109125,17.44519979,0,6.796563174,0,0,4.419065511,0,0,0,6.073057255,1.664555114,0,9.011427708,24.14673672,2.951978131,1.39008783,18.02285542,6.825357313,0,0,0,1.253116038,0,0,29.73723711,0,9.314884146,0,0,1.752902814,0,0,4.751470817,1.409568503,0,4.126912924,29.03159021,3.284967478,9.853177136,3.628301789,0,0,0,0.779834716,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,0.283224401,0,0,0,0.217507577,0,0,0,0,0,0,0,0,0.078673591,NaN,NA,NA,0,NA,NA,NA,0,6.666666667,NA,64.28571429,2.666666667,6.849315068,5.882352941,59.375,3.846153846,NA,NA,NA,NA,0.038696695,0.348270258,0.193483477,0.154786781,1.470474421,0.038696695,0,0.619147125,2.940948843
246,'TSP(SM)','RHN50-R1',6/13/2014,9/17/2014,8,23344.878,53217,13,14,92,97,5,5.434782609,1320.404316,1699.916667,-437.0429833,-52.28055685,1320.404317,835.9570167,1273,-437.0429833,0.656682653,DLD:Code:Compile:UT,DLD:UT,Misc:Planning:Design:Design Review:Design Inspect:Code:Code Review:Compile:Code Inspect:Test:Postmortem,No Data,835.9570163,1273,0.770816812,0,0.464028262,0,0,0,0.128479657,0.223325062,0.560498221,0.667311412,0,0.669144981,0,0,0,0,23344.878,53217,70.43012176,17.68009823,31.30565224,7.119031564,0,4.965812289,0,0,0,0,0,0,5.005028827,1.047554132,0,13.54851172,28.36635928,1.793271431,0.267093695,27.0970209,9.497910253,0,0,0,1.292405911,0,0,26.289524,0,7.729790676,0,0,0,0,0,4.63944311,0.915731163,0,3.160939262,39.8097946,2.204029609,6.08265111,7.912152556,0,0,0,0.994166381,0,0,No Data,No Data,No Data,No Data,0.068493151,0,0,0,0,0,0,0.355029586,0,0,0,0.254162152,0,0,0,0.007434944,0,0,0,0,0.124711996,0,0,0,0,0,0,0,8.108108108,5.882352941,0,37.5,2.941176471,10.60606061,0,38.98305085,82.56880734,26.31578947,21.42857143,0,9.090909091,0.037581976,0.225491854,0.394610745,0,1.296578161,1.691188906,0.093954939,0.056372964,3.983689423
324,'TSP(SM)','/Proyecto/REQS-DESP2014006-JASMAN-POLEOTERMINALES',12/3/2014,1/14/2015,2,2250,4154,6,54,43,43,0,0,102.9107166,106.7166667,28.01071667,28.90363174,102.9107167,96.91071667,68.9,28.01071667,1.406541606,DLD:Code:Compile:UT,DLD:UT,Misc:Planning:Design:Design Review:Design Inspect:Code:Code Review:Compile:Code Inspect:Test:Postmortem,No Data,96.91071657,68.9,0.469667319,0,0.245901639,0,0,0,2.608695652,0.472440945,8.823529412,0.183486239,0,0.67264574,0,0,0,0,2250,4154,80.79092382,21.86361222,38.92550367,5.830296591,0,2.9950233,0,0,0,0,0,0,1.638685835,0.796046025,0,10.56741257,47.84841807,0.737014269,0.416218392,21.13482514,7.686970792,0,0,0,0.34908901,0,0,35.43651413,0,0.921443074,0,0,0,0,0,0.968296111,0.359206622,0,1.98344526,47.21224426,0.531001093,5.106981103,6.965484929,0,0,0,0.218647509,0,0,No Data,No Data,No Data,No Data,0,0,0,0,0,0,0,5.806451613,0,0,0,0.138934833,0,0,0,0,0,0,0,0,0.121817898,NaN,NA,NA,NA,NA,NA,NA,0,16.66666667,NA,20,0,41.66666667,0,14.28571429,83.33333333,NA,NA,NA,NA,0.240731825,0.240731825,1.203659124,0,0.240731825,1.203659124,0,0,3.129513722
343,'TSP(SM)','RHN50-R4',7/23/2014,8/29/2014,12,2702.477997,7857,3,5,22,38,16,72.72727273,231.0514003,378.6666667,-119.6986,-62.65256366,231.0514,191.0514,310.75,-119.6986,0.614807401,DLD:Code:Compile:UT,DLD:UT,Misc:Planning:Design:Design Review:Design Inspect:Code:Code Review:Compile:Code Inspect:Test:Postmortem,No Data,191.0514003,310.75,0.872210953,0,0.68680953,0,0,0,0.302267003,0.65,0.035587189,0.751341682,0.555555556,0.241773002,0,0,0,0,2702.477997,7857,45.54782609,11.69643635,20.74911972,17.31216515,0,1.062195112,0,0,0,0,0,0,12.50266532,2.671699876,0,11.7506321,14.28800406,3.286123111,0.519631847,23.11174048,10.5872474,0,0,0,2.907895548,0,0,17.93573944,0,1.993838028,0,0,0,0,0,16.16197183,3.49471831,0,5.281690141,29.39260563,7.420774648,9.841549296,6.553697183,0,0,0,1.44806338,0,0,No Data,No Data,No Data,No Data,0.132450331,0,0,0,0,0,0,0.326797386,0,0,0,0.296495957,0,0,0,0.120886501,0,0,0,0,0.153169014,0,NA,NA,NA,NA,NA,NA,0,19.04761905,NA,76.47058824,2,2.040816327,2.083333333,59.57446809,27.27272727,NA,NA,NA,NA,0.509100165,1.654575538,0.127275041,0.127275041,3.563701158,0.763650248,0,0.381825124,7.381952399
247,'TSP(SM)','/No Proyecto/ReportesConfiguracionPolizas/Configurador RO8',7/15/2013,10/2/2013,6,4250,5875,10,11,71,80,9,12.67605634,407.3845525,499.6,-92.21545,-22.63597134,407.38455,407.38455,499.6,-92.21545,0.815421437,Req:HLD:DLD:Code:Compile,Req:Compile,Misc:Reqts:Reqts Review:Reqts Inspect:HLD:HLD Review:HLD Inspect:Design:Design Review:Test Devel:Design Inspect:Code:Code Review:Compile:Code Inspect,No Data,407.3845525,499.6,1.580129805,1.606118547,1.583130934,0.983818914,0,0.952380952,0.690265487,0.684540787,0.311252993,0,0.803059273,0,0,0,0,0,4250,5875,22.48660373,10.43240342,11.75940753,20.61933853,0,0,1.578009389,0,0.947974076,5.113923247,0,3.006986869,18.23917587,8.892355637,2.94561979,10.58459377,16.02238405,6.285846366,2.686086141,0.400931583,0,0,0,0,0,0,0,17.48732319,0,0,1.591273018,0,1.050840673,3.372698159,1.98492127,15.50573792,7.539364825,2.488657593,5.848011743,29.33680278,8.36002135,0.253536162,0,0,0,0,0,0,0,No Data,No Data,No Data,No Data,0,0.880503145,0,0,0.534124629,0,0,0.580895009,0,0,0.034227039,0.177393678,0,0.057361377,0,0,0,0,0,0,0.178142514,NA,0,NA,100,0,NA,100,0,57.77777778,0,100,0,28.88888889,42.42424242,0,NA,NA,NA,NA,NA,4.425531915,3.404255319,2.212765957,2.382978723,0,0,0,0,15.14893617
393,'Software System Development','/CEDTI',2/13/2014,3/24/2014,6,65,218,4,6,29,40,11,37.93103448,225.2,245.55,-20.76666667,-9.2214328,225.2,225.2,245.9666667,-20.76666667,0.915571216,Req:HLD:Code:Compile:UT,Req:UT,Sys Eng:Misc:Planning:Reqts:Reqts Review:Reqts Inspect:HLD:Code:Compile:Test:Postmortem,No Data,225.2,245.55,18.10146042,1.318681319,17.81303116,13.72694081,0,1.698524075,0,0,0,0,3,0,0,0,0,0,65,218,2.503349282,0.288632327,0.887802891,28.06394316,0,8.792184725,14.47602131,0,28.90763766,0.6660746,0,0,0,0,0,0,2.664298401,0,0.26642984,0,0.26642984,0,0,0,4.085257549,0,0,18.4008688,0,6.685671622,29.17260572,0,28.05267087,0.441186452,0,0,0,0,0,2.884680649,0,0,0.346161678,0,0,0,3.509129166,0,0,No Data,No Data,No Data,No Data,0,2.038157282,0,0,89.53846154,0,0,0,0,0,0,0.282352941,0,0,0,0,0,0,0,0,1.86112808,0,0,0,100,1.030927835,0,0,0,3.267973856,0,100,0,0,0.67114094,0,0,0,0,0,0,45.87155963,1357.798165,0,9.174311927,0,0,0,0,2096.330275
