size_fact_key,project_key,person_key,team_key,wbs_element_key,plan_item_key,size_added_and_modified,size_added,size_base,size_deleted,size_modified,size_reused,size_total,measurement_type_key,measurement_type_name,size_metric_key,size_metric_name,size_metric_short_name,phase_key,phase_short_name,process_key,process_name,row_current_flag
6096,92,281,31,10162,76327,3,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6097,92,281,31,10137,76320,3,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6098,92,281,31,10165,76370,1,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6099,92,281,31,10166,76384,1,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6100,92,281,31,10170,76342,3,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6101,92,281,31,10171,76356,3,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6102,92,281,31,10172,76265,1,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
6103,92,282,31,10159,76232,1,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6106,92,282,31,10167,76363,1,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6107,92,282,31,10168,76349,3,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6108,92,282,31,10169,76335,3,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6109,92,282,31,10140,76215,1,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
6110,92,282,31,10141,76391,1,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
6111,92,282,31,10144,76414,1,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
6112,92,282,31,10145,76421,1,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
6113,92,285,31,10151,76184,3,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
6114,92,285,31,10152,76140,19,16,1479,0,3,0,1495,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
6115,92,285,31,10152,76140,35.34299850463867,32.342998505,1479,0,3,0,1511.3399658,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
6116,92,285,31,10153,76154,35,34,2833,0,1,0,2867,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
6117,92,285,31,10153,76154,120.2979965209961,115.29799652,3825,22,5,0,3918.3000488,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
6118,92,285,31,10154,76192,4,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
6119,92,285,31,10155,76114,51,48,2598,0,3,0,2646,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
6120,92,285,31,10155,76114,46.645999908447266,44.645999908,2833,0,2,0,2877.6499023,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
6121,92,285,31,10156,76127,73,72,1983,0,1,0,2055,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
6122,92,285,31,10156,76127,5.304999828338623,4.3049998283,1465,0,1,0,1469.3100586,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
6123,92,295,31,10157,76167,0,0,8551,61,63,0,0,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
6124,92,295,31,10157,76167,458.39300537109375,398.39300537,8551,70,60,0,8879.3896484,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
6126,92,283,31,10164,76377,1,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6127,92,283,31,10170,76342,3,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6128,91,285,31,10451,77784,24,12,9762,20,12,0,9754,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
6129,91,285,31,10451,77784,45.62300109863281,28.622999191,9624,0,17,0,9652.6201172,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
6130,91,285,31,10452,77797,3,0,580,0,3,0,580,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
6131,91,285,31,10452,77797,1.3619999885559082,1.3619999886,700,0,0,0,701.36199951,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
6132,91,281,31,10137,77840,3,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6133,91,281,31,10454,77854,3,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6134,91,281,31,10455,77862,3,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6135,91,281,31,10170,77876,3,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6136,91,281,31,10458,77884,3,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6137,91,281,31,10459,77898,3,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6138,91,281,31,10460,77829,1,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
6140,91,282,31,10169,77869,3,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6141,91,282,31,10457,77891,3,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6142,91,282,31,10140,77822,1,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
6143,91,282,31,10141,77905,1,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
6144,91,282,31,10144,77921,1,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
6145,91,282,31,10145,77928,1,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
6146,91,296,31,10142,77913,6,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
6147,91,299,31,10142,77913,6,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
6148,91,288,31,10131,77773,6,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
6149,91,293,31,10146,77814,3,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
6150,105,280,31,10473,78531,3,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
6151,105,280,31,10475,78539,21,0,0,0,0,0,0,1,Plan,61,Test Unit,Test Unit,\N,\N,\N,\N,1
6153,105,280,31,10567,77952,10,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
6154,105,304,31,10589,78430,80,20,1369,310,60,0,1079,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
6155,90,288,31,10628,78594,0,0,929,2,5,0,0,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
6156,90,288,31,10628,78594,80,70,839,0,10,0,909,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
6157,90,296,31,10626,78579,4,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
