size_fact_key,project_key,person_key,team_key,wbs_element_key,plan_item_key,size_added_and_modified,size_added,size_base,size_deleted,size_modified,size_reused,size_total,measurement_type_key,measurement_type_name,size_metric_key,size_metric_name,size_metric_short_name,phase_key,phase_short_name,process_key,process_name,row_current_flag
7116,95,295,31,11488,83137,290,179,7794,24,111,0,7949,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7117,95,295,31,11488,83137,53.38999938964844,37.38999939,2693,5,16,0,2725.3898926,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7118,95,295,31,11489,83132,2,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
7119,95,295,31,11494,83294,3,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
7120,95,295,31,11497,83175,280,247,3025,711,33,577,3138,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7121,95,295,31,11497,83175,463.8699951171875,448.86999512,3025,5,15,0,3468.8701172,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7122,95,295,31,11498,83150,32,32,0,0,0,0,32,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7123,95,295,31,11499,83162,2908,1833,18790,15304,1075,577,5896,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7124,95,295,31,11499,83162,3356.56005859375,2256.5600586,5349,1550,1100,577,6632.5600586,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7125,95,295,31,11558,85733,5,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
7126,95,295,31,11593,83602,2809,2772,2446,31,37,0,5187,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7127,95,295,31,11593,83602,1689.77001953125,1689.7700195,0,0,0,430,2119.7700195,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7128,95,295,31,11595,83493,40,0,0,0,0,0,0,1,Plan,60,HLD Pages,HLD Pages,\N,\N,\N,\N,1
7129,95,295,31,11596,83498,1332,1332,49,0,0,0,1381,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7130,95,295,31,11596,83498,1077.6800537109375,1077.6800537,0,0,0,0,1077.6800537,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7131,95,295,31,11597,83524,695,693,367,26,2,0,1034,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7132,95,295,31,11597,83524,369.7829895019531,369.7829895,0,0,0,0,369.7829895,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7133,95,295,31,11606,83615,357,356,248,0,1,0,604,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7134,95,295,31,11606,83615,421.3909912109375,421.39099121,0,0,0,0,421.39099121,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7135,95,295,31,11631,86286,15,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
7136,95,295,31,11643,85979,252,119,7172,151,133,0,7140,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7137,95,295,31,11643,85979,2,2,1329,1,0,0,1330,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7138,95,295,31,11644,85992,4,4,476,4,0,0,476,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7139,95,295,31,11644,85992,5.995999813079834,5.9959998131,476,4,0,0,477.9960022,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7140,95,295,31,11645,86005,7,5,49,0,2,0,54,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7141,95,295,31,11645,86005,13.12399959564209,8.1239995956,50,0,5,0,58.124000549,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7142,95,295,31,11646,86018,41,36,2252,11,5,0,2277,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7143,95,295,31,11646,86018,55.8489990234375,53.848999023,2252,10,2,0,2295.8500977,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7144,95,295,31,11647,86031,60,52,1977,3,8,0,2026,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7145,95,295,31,11647,86031,82.072998046875,74.072998047,1977,3,8,0,2048.0700684,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7146,95,295,31,11652,84111,80,32,2112,42,48,0,2102,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7147,95,295,31,11652,84111,182.17999267578125,132.17999268,2112,10,50,0,2234.1799316,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7148,95,295,31,11653,84098,65,45,3276,13,20,0,3308,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7149,95,295,31,11653,84098,50.60200119018555,40.60200119,3276,10,10,0,3306.6000977,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7150,95,295,31,11654,84085,23,11,6037,21,12,0,6027,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7151,95,295,31,11654,84085,32.76499938964844,22.76499939,6000,0,10,0,6022.7700195,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7152,95,295,31,11656,83929,132,107,619,4,25,0,722,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7153,95,295,31,11656,83929,24.264999389648438,19.26499939,619,0,5,0,638.26501465,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7154,95,295,31,11657,83864,171,161,1475,11,10,0,1625,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7155,95,295,31,11657,83864,44.486000061035156,44.486000061,665,5,0,0,704.48602295,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7156,95,295,31,11666,84072,29,17,4085,80,12,0,4022,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7157,95,295,31,11666,84072,44.65599822998047,34.65599823,4085,80,10,0,4039.6599121,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7158,95,295,31,11673,83851,63,49,737,15,14,0,771,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7159,95,295,31,11673,83851,31.0049991607666,31.004999161,396,15,0,0,412.00500488,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7160,95,294,31,11207,82277,1472,1472,0,0,0,0,1472,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7161,95,294,31,11207,82277,335,335,0,0,0,0,335,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7162,95,294,31,11211,82323,3,0,0,0,0,0,0,1,Plan,57,Hours,Hours,322,Design Inspect,11,Capsule,1
7163,95,294,31,11211,82314,124,124,0,0,0,0,124,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7164,95,294,31,11211,82314,45,45,0,0,0,0,45,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7165,95,294,31,11222,82422,2,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
7166,95,294,31,11227,82760,0.5559999942779541,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
7167,95,294,31,11226,82753,0.5559999942779541,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
7168,95,294,31,11228,82748,4,0,0,0,0,0,0,4,Actual,58,Text Pages,Text Pages,324,Code Review,11,Capsule,1
7169,95,294,31,11228,82748,5,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,324,Code Review,11,Capsule,1
7170,95,294,31,11228,82747,5,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
7171,95,294,31,11239,82602,4,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
7172,95,294,31,11240,82594,3,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
7173,95,294,31,11247,82653,0.5559999942779541,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
7174,95,294,31,11253,82638,2,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
7175,95,294,31,11263,82714,4,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
7176,95,294,31,11264,82705,5,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
7177,95,294,31,11265,82696,5,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
7178,95,294,31,11271,83123,4,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
7179,95,294,31,11276,83098,1,0,0,0,0,0,0,4,Actual,58,Text Pages,Text Pages,\N,\N,\N,\N,1
7180,95,294,31,11276,83098,1,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
7181,95,294,31,11278,83104,1,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
7182,95,294,31,11288,82957,3,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
7183,95,294,31,11300,82862,41,41,0,0,0,0,41,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7184,95,294,31,11300,82862,56,56,0,0,0,0,56,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7185,95,294,31,11331,84381,5,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
7186,95,294,31,11338,84317,3,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
7187,95,294,31,11339,84326,4,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
7188,95,294,31,11340,84344,4,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
7189,95,294,31,11341,84335,4,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
7190,95,294,31,11396,84913,36,23,2601,0,13,0,2624,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7191,95,294,31,11396,84913,36,25,700,0,11,0,725,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7192,95,294,31,11402,84726,4,0,0,0,0,0,0,4,Actual,58,Text Pages,Text Pages,322,Design Inspect,11,Capsule,1
7193,95,294,31,11402,84726,2,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,322,Design Inspect,11,Capsule,1
7194,95,294,31,11402,84725,4,0,0,0,0,0,0,4,Actual,58,Text Pages,Text Pages,320,Design Review,11,Capsule,1
7195,95,294,31,11402,84725,2,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,320,Design Review,11,Capsule,1
7196,95,294,31,11402,84730,2,0,0,0,0,0,0,1,Plan,57,Hours,Hours,326,Code Inspect,11,Capsule,1
7197,95,294,31,11402,84728,0.30000001192092896,0,0,0,0,0,0,4,Actual,57,Hours,Hours,324,Code Review,11,Capsule,1
7198,95,294,31,11402,84728,2,0,0,0,0,0,0,1,Plan,57,Hours,Hours,324,Code Review,11,Capsule,1
7199,95,294,31,11402,84727,2.700000047683716,0,0,0,0,0,0,4,Actual,57,Hours,Hours,323,Code,11,Capsule,1
7200,95,294,31,11402,84727,2,0,0,0,0,0,0,1,Plan,57,Hours,Hours,323,Code,11,Capsule,1
7201,95,294,31,11409,84990,1,0,1082,0,1,0,1082,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7202,95,294,31,11409,84990,1,0,800,0,1,0,800,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7203,95,294,31,11410,85003,67,62,2374,2,5,0,2434,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7204,95,294,31,11410,85003,20,17,2500,0,3,0,2517,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7205,95,294,31,11413,85042,26,26,1576,0,0,122,1724,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7206,95,294,31,11413,85042,9,3,1640,0,6,200,1843,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7207,95,294,31,11417,85090,6,4,2410,0,2,0,2414,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7208,95,294,31,11417,85090,5,0,141,0,5,0,141,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7209,95,294,31,11463,85644,43,35,180,21,8,0,194,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7210,95,294,31,11463,85644,15,15,230,12,0,0,233,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7211,95,294,31,11530,85849,5,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
7212,95,294,31,11576,84125,6,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
7213,95,294,31,11577,84159,19,0,0,0,0,0,0,1,Plan,57,Hours,Hours,323,Code,11,Capsule,1
7214,95,294,31,11586,84166,5,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
7215,95,294,31,11587,84174,9,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
7216,95,294,31,11599,83563,527,376,44233,538,151,0,44071,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7217,95,294,31,11599,83563,204,99,1380,39,105,0,1440,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7218,95,294,31,11601,83698,5,0,0,0,0,0,0,4,Actual,58,Text Pages,Text Pages,322,Design Inspect,11,Capsule,1
7219,95,294,31,11601,83698,5,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,322,Design Inspect,11,Capsule,1
7220,95,294,31,11601,83697,5,0,0,0,0,0,0,4,Actual,58,Text Pages,Text Pages,320,Design Review,11,Capsule,1
7221,95,294,31,11601,83697,5,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,320,Design Review,11,Capsule,1
7222,95,294,31,11601,83702,0.20000000298023224,0,0,0,0,0,0,4,Actual,57,Hours,Hours,326,Code Inspect,11,Capsule,1
7223,95,294,31,11601,83702,5,0,0,0,0,0,0,1,Plan,57,Hours,Hours,326,Code Inspect,11,Capsule,1
7224,95,294,31,11601,83700,0.10000000149011612,0,0,0,0,0,0,4,Actual,57,Hours,Hours,324,Code Review,11,Capsule,1
7225,95,294,31,11601,83700,5,0,0,0,0,0,0,1,Plan,57,Hours,Hours,324,Code Review,11,Capsule,1
7226,95,294,31,11601,83699,2,0,0,0,0,0,0,4,Actual,57,Hours,Hours,323,Code,11,Capsule,1
7227,95,294,31,11601,83699,5,0,0,0,0,0,0,1,Plan,57,Hours,Hours,323,Code,11,Capsule,1
7228,95,294,31,11619,86390,4,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
7229,95,294,31,11623,86420,4,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
7230,95,294,31,11624,86414,4,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
7231,95,294,31,11658,83955,8,6,378,2,2,0,382,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7232,95,294,31,11658,83955,2,2,100,0,0,0,102,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7233,95,294,31,11665,83981,21,19,346,0,2,0,365,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7234,95,294,31,11665,83981,10,6,310,0,4,0,316,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7235,95,294,31,11671,84059,20,10,278,1,10,0,287,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7236,95,294,31,11671,84059,2,1,180,0,1,0,181,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7238,95,293,31,11238,82586,6,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
7239,95,293,31,11239,82602,4,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
7240,95,293,31,11240,82594,3,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
7241,95,293,31,11237,86766,3,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
7242,95,293,31,11243,82561,48,24,918,0,24,0,942,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7243,95,293,31,11243,82561,24,0,918,0,24,0,918,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7244,95,293,31,11248,82665,2,0,0,0,0,0,0,1,Plan,57,Hours,Hours,344,Demo-Demo,11,Capsule,1
7245,95,293,31,11249,82679,3,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
7246,95,293,31,11267,82727,3,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
7247,95,293,31,11271,83123,4,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
7248,95,293,31,11276,83098,1,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
7249,95,293,31,11277,83092,1,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
7250,95,293,31,11278,83104,1,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
7251,95,293,31,11327,84296,5,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
7252,95,293,31,11328,84307,5,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
7253,95,293,31,11361,84673,9,9,0,0,0,0,9,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7254,95,293,31,11561,85742,5,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
7255,95,293,31,11578,84128,9,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
7256,95,293,31,11578,84133,19,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
7257,95,293,31,11580,84143,9,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
7258,95,293,31,11586,84166,5,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
7259,95,293,31,11587,84174,6,0,0,0,0,0,0,1,Plan,60,HLD Pages,HLD Pages,\N,\N,\N,\N,1
7260,95,313,31,11214,82339,990,990,0,0,0,0,990,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7261,95,313,31,11214,82339,330,330,145,145,0,0,330,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7262,95,313,31,11215,82351,1004,1004,638,638,0,0,1004,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7263,95,313,31,11215,82351,110,110,241,241,0,0,110,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7264,95,313,31,11221,82414,2,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
7265,95,313,31,11252,82622,0.6669999957084656,0,0,0,0,0,0,1,Plan,57,Hours,Hours,\N,\N,\N,\N,1
7266,95,313,31,11259,82452,15,0,0,0,0,0,0,4,Actual,58,Text Pages,Text Pages,322,Design Inspect,11,Capsule,1
7267,95,313,31,11259,82452,15,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,322,Design Inspect,11,Capsule,1
7268,95,313,31,11259,82443,4322,4322,0,0,0,0,4322,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7269,95,313,31,11259,82443,8,8,0,0,0,0,8,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7270,95,313,31,11312,83415,562,416,8875,74,146,0,9217,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7271,95,313,31,11312,83415,100,100,2165,0,0,0,2265,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7272,95,313,31,11313,83428,161,146,7699,12,15,0,7833,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7273,95,313,31,11313,83428,68,63,5355,0,5,0,5418,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7274,95,313,31,11314,83441,-5607,0,5730,8,32,0,83,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7275,95,313,31,11314,83441,57,45,2740,0,12,0,2785,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7276,95,313,31,11318,83305,1386,901,15180,463,485,0,15618,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7277,95,313,31,11318,83305,204,204,0,0,0,0,204,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7278,95,313,31,11352,84449,2,0,0,0,0,0,0,1,Plan,62,Lines of Code,LOC,323,Code,11,Capsule,1
7279,95,313,31,11363,84660,1,0,501,0,1,0,501,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7280,95,313,31,11363,84660,17,14,476,0,3,0,490,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7281,95,313,31,11436,85300,42,34,724,0,8,0,758,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7282,95,313,31,11509,85876,5,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
7283,95,313,31,11539,85885,5,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
7284,95,313,31,11570,85751,6,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
7285,95,313,31,11592,83707,130,130,0,0,0,0,130,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7286,95,313,31,11608,83628,705,671,928,25,34,0,1574,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7287,95,313,31,11608,83628,235,235,0,0,0,0,235,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7288,95,313,31,11609,83511,4394,4330,5677,343,64,0,9664,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7289,95,313,31,11609,83511,591,581,1836,60,10,0,2357,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7290,95,313,31,11620,86378,4,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
7291,95,313,31,11626,86384,4,0,0,0,0,0,0,1,Plan,58,Text Pages,Text Pages,\N,\N,\N,\N,1
7292,95,313,31,11640,86773,13,11,197,0,2,0,208,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7293,95,313,31,11660,83812,350,301,6236,80,49,0,6457,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7294,95,313,31,11660,83812,85,65,165,0,20,0,230,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7295,95,313,31,11663,83838,257,161,3248,27,96,0,3382,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7296,95,313,31,11663,83838,23,0,397,0,23,0,397,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7297,95,313,31,11664,84046,26,22,499,11,4,0,510,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7298,95,313,31,11664,84046,15,10,330,0,5,0,340,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7299,95,313,31,11667,84007,28,22,2143,3,6,0,2162,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7300,95,313,31,11667,84007,5,0,507,0,5,0,507,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
7301,95,313,31,11674,83825,21,17,289,9,4,0,297,4,Actual,62,Lines of Code,LOC,\N,\N,\N,\N,1
7302,95,313,31,11674,83825,6,6,817,0,0,0,823,1,Plan,62,Lines of Code,LOC,\N,\N,\N,\N,1
22701,240,791,31,36199,204935,6,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22702,240,791,31,36200,204938,6,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22703,240,791,31,36201,204941,6,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22707,240,791,31,36211,205062,8,0,0,0,0,0,0,1,Plan,118,Test Cases,Test Cases,\N,\N,\N,\N,1
22709,240,791,31,36213,205089,6.5,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22710,240,791,31,36214,205071,8,0,0,0,0,0,0,1,Plan,118,Test Cases,Test Cases,\N,\N,\N,\N,1
22711,240,791,31,36215,205080,6.5,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22712,240,791,31,36217,205108,2,0,0,0,0,0,0,1,Plan,118,Test Cases,Test Cases,\N,\N,\N,\N,1
22713,240,791,31,36218,205117,2,0,0,0,0,0,0,1,Plan,118,Test Cases,Test Cases,\N,\N,\N,\N,1
22714,240,791,31,36219,205099,2,0,0,0,0,0,0,1,Plan,118,Test Cases,Test Cases,\N,\N,\N,\N,1
22715,240,791,31,45645,204991,6.5,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22716,240,791,31,36225,204965,5,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22717,240,791,31,36226,204968,6,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22718,240,791,31,45647,205001,6.5,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22719,240,791,31,36231,205043,1.5,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22720,240,791,31,36232,205049,1.5,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22721,240,791,31,36235,205146,7,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22722,240,791,31,36236,205127,1.784000039100647,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22723,240,791,31,36238,205131,3.489000082015991,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22724,240,791,31,36239,205134,3.489000082015991,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22725,240,791,31,36241,205138,7,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22726,240,791,31,36243,205142,4,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22730,240,791,31,36254,205171,5,0,0,0,0,0,0,1,Plan,115,Text Pages,Text Pages,\N,\N,\N,\N,1
22731,240,791,31,36257,205179,15,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22732,240,791,31,36258,205176,15,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22733,240,791,31,36259,205182,20,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22734,240,791,31,36261,205189,15,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22735,240,791,31,36262,205186,15,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22736,240,791,31,36263,205192,20,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
22737,240,791,31,36264,205195,5,0,0,0,0,0,0,1,Plan,115,Text Pages,Text Pages,\N,\N,\N,\N,1
22738,240,791,31,36267,205200,5,0,0,0,0,0,0,1,Plan,114,Hours,Hours,\N,\N,\N,\N,1
